name,chembl_id,type,first_approval,oral,therapeutic_flag,approved
VALACYCLOVIR,CHEMBL1349,Small molecule,1995.0,True,True,True
SPARSENTAN,CHEMBL539423,Small molecule,2023.0,True,True,True
NERATINIB,CHEMBL180022,Small molecule,2017.0,True,True,True
TILUDRONIC ACID,CHEMBL1350,Small molecule,1997.0,True,True,True
CARBOPLATIN,CHEMBL1351,Small molecule,1989.0,False,True,True
BLONANSERIN,CHEMBL178803,Small molecule,2008.0,True,False,True
LORCASERIN,CHEMBL360328,Small molecule,2012.0,True,True,True
RAMATROBAN,CHEMBL361812,Small molecule,2000.0,True,False,True
SODIUM BICARBONATE,CHEMBL1353,Small molecule,1982.0,True,False,True
SODIUM ACETATE,CHEMBL1354,Small molecule,1982.0,False,False,True
SODIUM CITRATE,CHEMBL1355,Small molecule,1983.0,False,False,True
SODIUM BENZOATE,CHEMBL1356,Small molecule,1987.0,True,True,True
SODIUM LACTATE,CHEMBL1357,Small molecule,1982.0,False,False,True
FULVESTRANT,CHEMBL1358,Small molecule,2002.0,False,True,True
ERTAPENEM,CHEMBL1359,Small molecule,2001.0,False,True,True
AMPICILLIN,CHEMBL174,Small molecule,1965.0,True,True,True
GALLAMINE,CHEMBL360055,Small molecule,1982.0,False,True,True
ATRACURIUM,CHEMBL1360,Small molecule,1983.0,False,True,True
PANCURONIUM,CHEMBL185073,Small molecule,1972.0,False,True,True
ARFORMOTEROL,CHEMBL1363,Small molecule,2006.0,False,True,True
PYRIDOXINE,CHEMBL1364,Small molecule,1982.0,True,False,True
DRONEDARONE,CHEMBL184412,Small molecule,2009.0,True,True,True
TERODILINE,CHEMBL363295,Small molecule,1986.0,False,True,True
AURANOFIN,CHEMBL1366,Small molecule,1985.0,True,True,True
"SODIUM PHOSPHATE, MONOBASIC",CHEMBL1368,Small molecule,1983.0,True,False,True
SODIUM CARBONATE,CHEMBL186314,Small molecule,1982.0,False,False,True
VILAZODONE,CHEMBL439849,Small molecule,2011.0,True,True,True
BUDESONIDE,CHEMBL1370,Small molecule,1994.0,True,True,True
PENTAMIDINE ISETHIONATE,CHEMBL361506,Small molecule,1984.0,False,True,True
PIRPROFEN,CHEMBL188952,Small molecule,1987.0,False,False,True
CHLORZOXAZONE,CHEMBL1371,Small molecule,1958.0,True,True,True
ARTESUNATE,CHEMBL361497,Small molecule,2020.0,False,True,True
BUFLOMEDIL,CHEMBL188921,Small molecule,,False,False,True
TRIPARANOL,CHEMBL187709,Small molecule,,False,False,True
METHYLENE BLUE CATION,CHEMBL191083,Small molecule,2011.0,False,True,True
OXIGLUTATIONE,CHEMBL1372,Small molecule,1982.0,False,True,True
MODAFINIL,CHEMBL1373,Small molecule,1998.0,True,True,True
ESFLURBIPROFEN,CHEMBL435298,Small molecule,2015.0,False,False,True
DEXIBUPROFEN,CHEMBL175,Small molecule,1994.0,True,True,True
CANNABIDIOL,CHEMBL190461,Small molecule,2018.0,True,True,True
PALBOCICLIB,CHEMBL189963,Small molecule,2015.0,True,True,True
PROGUANIL,CHEMBL1377,Small molecule,2000.0,True,True,True
THIETHYLPERAZINE,CHEMBL1378,Small molecule,1961.0,True,True,True
ROFLUMILAST,CHEMBL193240,Small molecule,2010.0,True,True,True
ABACAVIR,CHEMBL1380,Small molecule,1998.0,True,True,True
TOLTERODINE,CHEMBL1382,Small molecule,1998.0,True,True,True
SAMIDORPHAN,CHEMBL426084,Small molecule,2021.0,True,True,True
PAROMOMYCIN,CHEMBL370143,Small molecule,1969.0,True,True,True
KANAMYCIN,CHEMBL1384,Small molecule,1973.0,True,True,True
TROFINETIDE,CHEMBL197084,Small molecule,2023.0,True,True,True
ESTRIOL,CHEMBL193482,Small molecule,2000.0,False,True,True
NORETHYNODREL,CHEMBL1387,Small molecule,1961.0,True,True,True
MONOBENZONE,CHEMBL1388,Small molecule,1952.0,False,True,True
LEVONORGESTREL,CHEMBL1389,Small molecule,1982.0,True,True,True
SPIRONOLACTONE,CHEMBL1393,Small molecule,1960.0,True,True,True
MARALIXIBAT,CHEMBL363392,Small molecule,2021.0,True,True,True
METHYLTESTOSTERONE,CHEMBL1395,Small molecule,1973.0,True,True,True
RIVAROXABAN,CHEMBL198362,Small molecule,2008.0,True,True,True
AMIKACIN,CHEMBL177,Small molecule,1981.0,False,True,True
COCAINE,CHEMBL370805,Small molecule,2017.0,False,True,True
POSACONAZOLE,CHEMBL1397,Small molecule,2005.0,True,True,True
STREPTOMYCIN,CHEMBL372795,Small molecule,1946.0,False,True,True
DAUNORUBICIN,CHEMBL178,Small molecule,1979.0,False,True,True
ANASTROZOLE,CHEMBL1399,Small molecule,1995.0,True,True,True
NITAZOXANIDE,CHEMBL1401,Small molecule,2002.0,True,True,True
PYROVALERONE,CHEMBL201960,Small molecule,,False,False,True
ELVITEGRAVIR,CHEMBL204656,Small molecule,2012.0,True,True,True
BRINCIDOFOVIR,CHEMBL203321,Small molecule,2021.0,True,True,True
RANOLAZINE,CHEMBL1404,Small molecule,2006.0,True,True,True
NETUPITANT,CHEMBL206253,Small molecule,2014.0,True,True,True
ESTRONE,CHEMBL1405,Small molecule,1979.0,False,True,True
CHOLIC ACID,CHEMBL205596,Small molecule,2013.0,True,True,True
FLUVOXAMINE MALEATE,CHEMBL1409,Small molecule,1994.0,True,True,True
NONOXYNOL 9,CHEMBL1410,Small molecule,1982.0,False,False,True
BREXANOLONE,CHEMBL207538,Small molecule,2019.0,False,True,True
EPHEDRINE,CHEMBL211456,Small molecule,2016.0,False,True,True
PIPERAZINE,CHEMBL1412,Small molecule,,False,True,True
CICLOPIROX,CHEMBL1413,Small molecule,1982.0,False,True,True
TAVABOROLE,CHEMBL443052,Small molecule,2014.0,False,True,True
NEOSTIGMINE METHYLSULFATE,CHEMBL211471,Small molecule,2013.0,False,True,True
VINBLASTINE SULFATE,CHEMBL378544,Small molecule,1965.0,False,True,True
SIBUTRAMINE,CHEMBL1419,Small molecule,1997.0,True,True,True
PRALIDOXIME,CHEMBL1420,Small molecule,1964.0,True,True,True
FORODESINE,CHEMBL218291,Small molecule,2017.0,False,False,True
GARENOXACIN,CHEMBL215303,Small molecule,2007.0,False,False,True
BOCEPREVIR,CHEMBL218394,Small molecule,2011.0,True,True,True
SAXAGLIPTIN ANHYDROUS,CHEMBL385517,Small molecule,2009.0,True,True,True
DASATINIB ANHYDROUS,CHEMBL1421,Small molecule,2006.0,True,True,True
SITAGLIPTIN,CHEMBL1422,Small molecule,2006.0,True,True,True
PIMOZIDE,CHEMBL1423,Small molecule,1984.0,True,True,True
TESTOSTERONE,CHEMBL386630,Small molecule,1972.0,False,True,True
MERCAPTOPURINE ANHYDROUS,CHEMBL1425,Small molecule,1953.0,True,True,True
DIAZOXIDE,CHEMBL181,Small molecule,1973.0,True,True,True
RIFAMPIN,CHEMBL374478,Small molecule,1971.0,True,True,True
DELAMANID,CHEMBL218650,Small molecule,2014.0,False,True,True
NIMODIPINE,CHEMBL1428,Small molecule,1988.0,True,True,True
DEXAMETHASONE,CHEMBL384467,Small molecule,1958.0,True,True,True
GANCICLOVIR,CHEMBL182,Small molecule,1989.0,True,True,True
ACYCLOVIR,CHEMBL184,Small molecule,1982.0,True,True,True
TELBIVUDINE,CHEMBL374731,Small molecule,2006.0,True,True,True
DORZOLAMIDE,CHEMBL218490,Small molecule,1994.0,False,True,True
BRINZOLAMIDE,CHEMBL220491,Small molecule,1998.0,False,True,True
TOPIRAMATE,CHEMBL220492,Small molecule,1996.0,True,True,True
LAROPIPRANT,CHEMBL426559,Small molecule,,False,True,True
TOFACITINIB,CHEMBL221959,Small molecule,2012.0,True,True,True
FLUOROURACIL,CHEMBL185,Small molecule,1962.0,False,True,True
PENICILLAMINE,CHEMBL1430,Small molecule,1970.0,True,True,True
METFORMIN,CHEMBL1431,Small molecule,1995.0,True,True,True
DIQUAFOSOL,CHEMBL221326,Small molecule,2010.0,False,False,True
METHSCOPOLAMINE,CHEMBL376897,Small molecule,1953.0,True,True,True
DOXYCYCLINE ANHYDROUS,CHEMBL1433,Small molecule,1967.0,True,True,True
MINOCYCLINE,CHEMBL1434,Small molecule,1971.0,True,True,True
CEFAZOLIN,CHEMBL1435,Small molecule,1973.0,False,True,True
CEFUROXIME,CHEMBL1436,Small molecule,1983.0,False,True,True
CEFEPIME,CHEMBL186,Small molecule,1996.0,False,True,True
TIPRANAVIR,CHEMBL222559,Small molecule,2005.0,True,True,True
NOREPINEPHRINE,CHEMBL1437,Small molecule,1950.0,False,True,True
FAVIPIRAVIR,CHEMBL221722,Small molecule,2014.0,False,False,True
ZANAMIVIR,CHEMBL222813,Small molecule,1999.0,False,True,True
TAZOBACTAM SODIUM,CHEMBL1439,Small molecule,1993.0,False,True,True
TIGECYCLINE,CHEMBL376140,Small molecule,2005.0,False,True,True
BROXYQUINOLINE,CHEMBL223448,Small molecule,,False,False,True
BEDAQUILINE,CHEMBL376488,Small molecule,2012.0,True,True,True
TETRACYCLINE,CHEMBL1440,Small molecule,1953.0,True,True,True
ETHIONAMIDE,CHEMBL1441,Small molecule,1965.0,True,True,True
RALTITREXED,CHEMBL225071,Small molecule,1996.0,False,True,True
PEMETREXED,CHEMBL225072,Small molecule,2004.0,False,True,True
DAPTOMYCIN,CHEMBL387675,Small molecule,2003.0,False,True,True
HYDROCORTISONE,CHEMBL389621,Small molecule,1952.0,True,True,True
NAFCILLIN,CHEMBL1443,Small molecule,1965.0,True,True,True
BENZBROMARONE,CHEMBL388590,Small molecule,,True,True,True
LETROZOLE,CHEMBL1444,Small molecule,1997.0,True,True,True
EFAVIRENZ,CHEMBL223228,Small molecule,1998.0,True,True,True
ALOGLIPTIN BENZOATE,CHEMBL227529,Small molecule,2013.0,True,True,True
FLUOXYMESTERONE,CHEMBL1445,Small molecule,1956.0,True,True,True
ALOGLIPTIN,CHEMBL376359,Small molecule,2013.0,True,True,True
KANAMYCIN SULFATE,CHEMBL1446,Small molecule,1973.0,True,True,True
LINCOMYCIN,CHEMBL1447,Small molecule,1964.0,True,True,True
PRETOMANID,CHEMBL227875,Small molecule,2019.0,True,True,True
NICLOSAMIDE,CHEMBL1448,Small molecule,1982.0,True,True,True
TICARCILLIN,CHEMBL1449,Small molecule,1976.0,False,True,True
ATOVAQUONE,CHEMBL1450,Small molecule,1992.0,True,True,True
MILRINONE,CHEMBL189,Small molecule,1987.0,False,True,True
TRIAMCINOLONE,CHEMBL1451,Small molecule,1957.0,True,True,True
SELADELPAR,CHEMBL230158,Small molecule,2024.0,True,True,True
LEVAMISOLE,CHEMBL1454,Small molecule,1990.0,True,True,True
ALTRETAMINE,CHEMBL1455,Small molecule,1990.0,True,True,True
MYCOPHENOLATE MOFETIL,CHEMBL1456,Small molecule,1995.0,True,True,True
HYDROCODONE,CHEMBL1457,Small molecule,1943.0,True,True,True
SAFINAMIDE,CHEMBL396778,Small molecule,2015.0,True,True,True
FLIBANSERIN,CHEMBL231068,Small molecule,2015.0,True,True,True
AMISULPRIDE,CHEMBL243712,Small molecule,1986.0,False,True,True
ESKETAMINE,CHEMBL395091,Small molecule,2019.0,False,True,True
DIDANOSINE,CHEMBL1460,Small molecule,1991.0,True,True,True
DIOSMIN,CHEMBL231884,Small molecule,,False,True,True
FLUCYTOSINE,CHEMBL1463,Small molecule,1971.0,True,True,True
WARFARIN,CHEMBL1464,Small molecule,1954.0,True,True,True
PHENPROCOUMON,CHEMBL1465,Small molecule,1957.0,True,True,True
DICUMAROL,CHEMBL1466,Small molecule,1944.0,True,True,True
SODIUM SULFATE ANHYDROUS,CHEMBL233406,Small molecule,1984.0,True,False,True
TELAPREVIR,CHEMBL231813,Small molecule,2011.0,True,True,True
ALLOPURINOL,CHEMBL1467,Small molecule,1966.0,True,True,True
BENZIODARONE,CHEMBL232201,Small molecule,,False,False,True
MEPAZINE,CHEMBL395110,Small molecule,,False,False,True
RIFABUTIN,CHEMBL444633,Small molecule,1992.0,True,True,True
APIXABAN,CHEMBL231779,Small molecule,2011.0,True,True,True
PHENYLBUTANOIC ACID,CHEMBL1469,Small molecule,1996.0,True,True,True
RIFAMYCIN,CHEMBL437765,Small molecule,2018.0,True,True,True
TIPIRACIL,CHEMBL235668,Small molecule,2015.0,True,True,True
APREPITANT,CHEMBL1471,Small molecule,2003.0,True,True,True
LINAGLIPTIN,CHEMBL237500,Small molecule,2011.0,True,True,True
FLUTICASONE PROPIONATE,CHEMBL1473,Small molecule,1990.0,False,True,True
TRIOXSALEN,CHEMBL1475,Small molecule,1964.0,True,True,True
CERIVASTATIN,CHEMBL1477,Small molecule,1997.0,True,True,True
CHENODIOL,CHEMBL240597,Small molecule,1983.0,True,True,True
DANAZOL,CHEMBL1479,Small molecule,1976.0,True,True,True
FELODIPINE,CHEMBL1480,Small molecule,1991.0,True,True,True
GLIMEPIRIDE,CHEMBL1481,Small molecule,1995.0,True,True,True
SELEXIPAG,CHEMBL238804,Small molecule,2015.0,True,True,True
BETHANECHOL,CHEMBL1482,Small molecule,1948.0,True,True,True
ALBENDAZOLE,CHEMBL1483,Small molecule,1996.0,True,True,True
ATORVASTATIN CALCIUM,CHEMBL393220,Small molecule,1996.0,True,True,True
NICARDIPINE,CHEMBL1484,Small molecule,1988.0,True,True,True
OXYPHENISATINE,CHEMBL245807,Small molecule,,False,False,True
LOSARTAN,CHEMBL191,Small molecule,1995.0,True,True,True
SILDENAFIL,CHEMBL192,Small molecule,1998.0,True,True,True
PEMAFIBRATE,CHEMBL247951,Small molecule,2017.0,True,False,True
TICAGRELOR,CHEMBL398435,Small molecule,2010.0,True,True,True
TENOFOVIR DISOPROXIL FUMARATE,CHEMBL1486,Small molecule,2001.0,True,True,True
ATORVASTATIN,CHEMBL1487,Small molecule,1996.0,True,True,True
URACIL MUSTARD,CHEMBL1488,Small molecule,1962.0,True,True,True
AZACITIDINE,CHEMBL1489,Small molecule,2004.0,True,True,True
TRIHEXYPHENIDYL,CHEMBL1490,Small molecule,1949.0,True,True,True
AMLODIPINE,CHEMBL1491,Small molecule,1992.0,True,True,True
BENFLUOREX,CHEMBL400599,Small molecule,1974.0,False,False,True
FIPEXIDE,CHEMBL254857,Small molecule,,False,False,True
DIPHENYLPYRALINE,CHEMBL1492,Small molecule,1982.0,True,True,True
FLAVOXATE,CHEMBL1493,Small molecule,1970.0,True,True,True
FLUPIRTINE,CHEMBL255044,Small molecule,,False,False,True
OXYPHENCYCLIMINE,CHEMBL1495,Small molecule,1982.0,True,True,True
SULOCTIDIL,CHEMBL404849,Small molecule,1979.0,False,False,True
IDEBENONE,CHEMBL252556,Small molecule,2015.0,False,True,True
ROSUVASTATIN,CHEMBL1496,Small molecule,2003.0,True,True,True
BETAMETHASONE VALERATE,CHEMBL1497,Small molecule,1967.0,False,True,True
DIGITOXIN,CHEMBL254219,Small molecule,1982.0,False,True,True
FLUOCINONIDE,CHEMBL1501,Small molecule,1971.0,False,True,True
HYDROMORPHONE,CHEMBL398707,Small molecule,1984.0,True,True,True
NIFEDIPINE,CHEMBL193,Small molecule,1981.0,True,True,True
PANTOPRAZOLE,CHEMBL1502,Small molecule,2000.0,True,True,True
OMEPRAZOLE,CHEMBL1503,Small molecule,1989.0,True,True,True
TRIAMCINOLONE ACETONIDE,CHEMBL1504,Small molecule,1960.0,False,True,True
ALMOTRIPTAN,CHEMBL1505,Small molecule,2001.0,True,True,True
ESCITALOPRAM,CHEMBL1508,Small molecule,2002.0,True,True,True
DROSPIRENONE,CHEMBL1509,Small molecule,2001.0,True,True,True
ELETRIPTAN,CHEMBL1510,Small molecule,2002.0,True,True,True
ESTRADIOL VALERATE,CHEMBL1511,Small molecule,1982.0,True,True,True
FLUNISOLIDE,CHEMBL1512,Small molecule,1981.0,False,True,True
IRBESARTAN,CHEMBL1513,Small molecule,1997.0,True,True,True
LEVOMETHADYL ACETATE,CHEMBL1514,Small molecule,1993.0,True,True,True
METHACYCLINE,CHEMBL249837,Small molecule,1982.0,True,True,True
METHIMAZOLE,CHEMBL1515,Small molecule,1950.0,True,True,True
OXYTETRACYCLINE,CHEMBL1517,Small molecule,1964.0,True,True,True
PROPYLTHIOURACIL,CHEMBL1518,Small molecule,1947.0,True,True,True
TRANDOLAPRIL,CHEMBL1519,Small molecule,1996.0,True,True,True
VARDENAFIL,CHEMBL1520,Small molecule,2003.0,True,True,True
ZALEPLON,CHEMBL1521,Small molecule,1999.0,True,True,True
ESZOPICLONE,CHEMBL1522,Small molecule,2004.0,True,True,True
DEXFENFLURAMINE,CHEMBL248702,Small molecule,,False,True,True
PERMETHRIN,CHEMBL1525,Small molecule,1986.0,False,True,True
RALTEGRAVIR,CHEMBL254316,Small molecule,2007.0,True,True,True
FLUCICLOVINE F18,CHEMBL254468,Small molecule,2016.0,False,True,True
LUMIRACOXIB,CHEMBL404108,Small molecule,2005.0,True,True,True
MENTHOL,CHEMBL256087,Small molecule,2008.0,False,True,True
SODIUM FLUORIDE,CHEMBL1528,Small molecule,1972.0,False,False,True
DIPHENIDOL HYDROCHLORIDE,CHEMBL1529,Small molecule,1967.0,True,True,True
ATALUREN,CHEMBL256997,Small molecule,2014.0,False,True,True
MONENSIN,CHEMBL256105,Small molecule,,False,False,True
NILOTINIB,CHEMBL255863,Small molecule,2007.0,True,True,True
MILNACIPRAN,CHEMBL259209,Small molecule,2009.0,True,True,True
TAPINAROF,CHEMBL259571,Small molecule,2022.0,False,True,True
ETONOGESTREL,CHEMBL1531,Small molecule,2001.0,False,True,True
QUINETHAZONE,CHEMBL1532,Small molecule,1963.0,True,True,True
DESOGESTREL,CHEMBL1533,Small molecule,1992.0,True,True,True
RIBOFLAVIN,CHEMBL1534,Small molecule,1993.0,False,False,True
MOFEZOLAC,CHEMBL259972,Small molecule,1994.0,True,False,True
HYDROXYCHLOROQUINE,CHEMBL1535,Small molecule,1955.0,True,True,True
ERGOCALCIFEROL,CHEMBL1536,Small molecule,1941.0,True,True,True
MECLOCYCLINE SULFOSALICYLATE,CHEMBL261772,Small molecule,1982.0,False,True,True
AZLOCILLIN,CHEMBL1537,Small molecule,1982.0,False,True,True
TENOFOVIR DISOPROXIL,CHEMBL1538,Small molecule,2001.0,True,True,True
SULFADOXINE,CHEMBL1539,Small molecule,1981.0,True,True,True
PENCICLOVIR,CHEMBL1540,Small molecule,1996.0,False,True,True
CEFIXIME,CHEMBL1541,Small molecule,1989.0,True,True,True
AZATHIOPRINE,CHEMBL1542,Small molecule,1968.0,True,True,True
ULIPRISTAL ACETATE,CHEMBL260538,Small molecule,2009.0,True,True,True
METHYLENE BLUE ANHYDROUS,CHEMBL405110,Small molecule,2011.0,False,True,True
LIOTHYRONINE,CHEMBL1544,Small molecule,1956.0,True,True,True
BELINOSTAT,CHEMBL408513,Small molecule,2014.0,False,True,True
ALVIMOPAN,CHEMBL270190,Small molecule,2008.0,True,True,True
HYDROXYAMPHETAMINE,CHEMBL1546,Small molecule,1969.0,False,True,True
THIAMINE ION,CHEMBL1547,Small molecule,1982.0,False,False,True
MARAVIROC,CHEMBL256907,Small molecule,2007.0,True,True,True
ABIRATERONE ACETATE,CHEMBL271227,Small molecule,2011.0,True,True,True
CHLORTETRACYCLINE,CHEMBL404520,Small molecule,1950.0,False,True,True
NALFURAFINE,CHEMBL267495,Small molecule,2009.0,True,False,True
HYDROCORTISONE CYPIONATE,CHEMBL1549,Small molecule,1955.0,True,True,True
PHYTONADIONE,CHEMBL1550,Small molecule,1982.0,True,False,True
DAPAGLIFLOZIN,CHEMBL429910,Small molecule,2012.0,True,True,True
URSODIOL,CHEMBL1551,Small molecule,1987.0,True,True,True
DEOXYCHOLIC ACID,CHEMBL406393,Small molecule,2015.0,False,True,True
TAURURSODIOL,CHEMBL272427,Small molecule,2022.0,True,True,True
GALANTAMINE HYDROBROMIDE,CHEMBL1555,Small molecule,2001.0,True,True,True
ASCORBIC ACID,CHEMBL196,Small molecule,1985.0,True,False,True
DOPAMINE HYDROCHLORIDE,CHEMBL1557,Small molecule,1974.0,False,True,True
PRAZOSIN HYDROCHLORIDE,CHEMBL1558,Small molecule,1976.0,True,True,True
MICONAZOLE NITRATE,CHEMBL1559,Small molecule,1974.0,False,True,True
CAPTOPRIL,CHEMBL1560,Small molecule,1981.0,True,True,True
ATROPINE,CHEMBL517712,Small molecule,1960.0,True,True,True
MIGLITOL,CHEMBL1561,Small molecule,1996.0,True,True,True
DAUNORUBICIN HYDROCHLORIDE,CHEMBL1563,Small molecule,1979.0,False,True,True
BUPRENORPHINE,CHEMBL511142,Small molecule,1981.0,False,True,True
DIPHENYLPYRALINE HYDROCHLORIDE,CHEMBL1564,Small molecule,1982.0,True,True,True
COCAINE HYDROCHLORIDE,CHEMBL529437,Small molecule,2017.0,False,True,True
IVABRADINE,CHEMBL471737,Small molecule,2005.0,True,True,True
CUPRIC CHLORIDE,CHEMBL444436,Small molecule,1986.0,False,False,True
SUNITINIB MALATE,CHEMBL1567,Small molecule,2006.0,True,True,True
SIMEPREVIR,CHEMBL501849,Small molecule,2013.0,True,True,True
TREOSULFAN,CHEMBL455186,Small molecule,2019.0,False,True,True
URETHANE,CHEMBL462547,Small molecule,,False,False,True
AMANTADINE HYDROCHLORIDE,CHEMBL1569,Small molecule,1968.0,True,True,True
SULFOXONE,CHEMBL1570,Small molecule,1982.0,True,True,True
TENIPOSIDE,CHEMBL452231,Small molecule,1992.0,False,True,True
TESTOLACTONE,CHEMBL1571,Small molecule,1969.0,True,True,True
METAMIZOLE,CHEMBL461522,Small molecule,,False,False,True
METRIZAMIDE,CHEMBL462394,Small molecule,1978.0,False,False,True
NETILMICIN,CHEMBL1572,Small molecule,1983.0,False,True,True
PHENTERMINE,CHEMBL1574,Small molecule,1959.0,True,True,True
ETHINAMATE,CHEMBL1576,Small molecule,1982.0,True,True,True
METHYCLOTHIAZIDE,CHEMBL1577,Small molecule,1960.0,True,True,True
ANISOTROPINE METHYLBROMIDE,CHEMBL1578,Small molecule,1962.0,True,True,True
PENTOSTATIN,CHEMBL1580,Small molecule,1991.0,False,True,True
PERINDOPRIL,CHEMBL1581,Small molecule,1993.0,True,True,True
AZARIBINE,CHEMBL515914,Small molecule,,False,False,True
BACAMPICILLIN,CHEMBL1583,Small molecule,1980.0,True,True,True
PIPERACETAZINE,CHEMBL1584,Small molecule,1969.0,True,True,True
PIPOBROMAN,CHEMBL1585,Small molecule,1966.0,True,True,True
PYRITINOL,CHEMBL488093,Small molecule,,False,False,True
POLYTHIAZIDE,CHEMBL1587,Small molecule,1961.0,True,True,True
BENDAMUSTINE,CHEMBL487253,Small molecule,2008.0,False,True,True
THIAMINE,CHEMBL1588,Small molecule,1985.0,False,False,True
ACETOHEXAMIDE,CHEMBL1589,Small molecule,1964.0,True,True,True
PSEUDOEPHEDRINE,CHEMBL1590,Small molecule,1963.0,True,True,True
DEMECLOCYCLINE,CHEMBL1591,Small molecule,1960.0,True,True,True
QUINAPRIL,CHEMBL1592,Small molecule,1991.0,True,True,True
PANTOTHENIC ACID,CHEMBL1594,Small molecule,1993.0,False,False,True
DIHYDROCODEINE,CHEMBL1595,Small molecule,1983.0,True,True,True
PITOLISANT,CHEMBL462605,Small molecule,2016.0,True,True,True
CARBENICILLIN INDANYL,CHEMBL1596,Small molecule,1972.0,True,True,True
DIMERCAPROL,CHEMBL1597,Small molecule,1946.0,False,True,True
CEPHAPIRIN,CHEMBL1599,Small molecule,1974.0,False,True,True
CEFONICID,CHEMBL1601,Small molecule,1984.0,False,True,True
CEPHRADINE,CHEMBL1604,Small molecule,1974.0,True,True,True
CEFTIBUTEN,CHEMBL1605,Small molecule,1995.0,True,True,True
TETRACYCLINE HYDROCHLORIDE,CHEMBL454950,Small molecule,1953.0,True,True,True
TOPOTECAN HYDROCHLORIDE,CHEMBL1607,Small molecule,1996.0,True,True,True
ELTROMBOPAG,CHEMBL461101,Small molecule,2008.0,True,True,True
CEFOTETAN,CHEMBL474579,Small molecule,1985.0,False,True,True
APREMILAST,CHEMBL514800,Small molecule,2014.0,True,True,True
PHENYTOIN SODIUM,CHEMBL1611,Small molecule,1956.0,True,True,True
BETRIXABAN,CHEMBL512351,Small molecule,2017.0,True,True,True
GOSOGLIPTIN,CHEMBL515387,Small molecule,2016.0,True,False,True
VISMODEGIB,CHEMBL473417,Small molecule,2012.0,True,True,True
DORIPENEM,CHEMBL491571,Small molecule,2007.0,False,True,True
NADOLOL,CHEMBL521606,Small molecule,1979.0,True,True,True
DOXORUBICIN HYDROCHLORIDE,CHEMBL359744,Small molecule,1974.0,False,True,True
DESLANOSIDE,CHEMBL1614,Small molecule,1982.0,False,True,True
RIFAXIMIN,CHEMBL1617,Small molecule,2004.0,True,True,True
CEFAMANDOLE NAFATE,CHEMBL1618,Small molecule,1978.0,False,True,True
CLADRIBINE,CHEMBL1619,Small molecule,1993.0,True,True,True
DIPHENHYDRAMINE HYDROCHLORIDE,CHEMBL1620,Small molecule,1946.0,True,True,True
PALIPERIDONE,CHEMBL1621,Small molecule,2006.0,True,True,True
FOLIC ACID,CHEMBL1622,Small molecule,1982.0,True,False,True
MEPENZOLATE,CHEMBL524004,Small molecule,1956.0,True,True,True
MECLIZINE,CHEMBL1623,Small molecule,1957.0,True,True,True
LEVOTHYROXINE,CHEMBL1624,Small molecule,1982.0,True,True,True
TEMOPORFIN,CHEMBL500576,Small molecule,2001.0,False,True,True
OXYBENZONE,CHEMBL1625,Small molecule,1992.0,False,False,True
CLEMASTINE,CHEMBL1626,Small molecule,1977.0,True,True,True
OLAPARIB,CHEMBL521686,Small molecule,2014.0,True,True,True
RALTEGRAVIR POTASSIUM,CHEMBL518520,Small molecule,2007.0,True,True,True
XIMELAGATRAN,CHEMBL522038,Small molecule,,True,False,True
CEPHALOTHIN SODIUM,CHEMBL1632,Small molecule,1974.0,False,True,True
KETOTIFEN FUMARATE,CHEMBL1633,Small molecule,1999.0,False,True,True
LANINAMIVIR OCTANOATE,CHEMBL467058,Small molecule,2010.0,False,False,True
GEMCITABINE HYDROCHLORIDE,CHEMBL1637,Small molecule,1996.0,False,True,True
ALISKIREN,CHEMBL1639,Small molecule,2007.0,True,True,True
TRYPAN BLUE,CHEMBL1640,Small molecule,2004.0,False,False,True
HYDROCORTISONE PHOSPHORIC ACID,CHEMBL1641,Small molecule,1960.0,False,True,True
PLITIDEPSIN,CHEMBL451930,Small molecule,2018.0,False,False,True
IMATINIB MESYLATE,CHEMBL1642,Small molecule,2001.0,True,True,True
RIBAVIRIN,CHEMBL1643,Small molecule,1985.0,True,True,True
CEFADROXIL,CHEMBL1644,Small molecule,1978.0,True,True,True
ESTRONE SULFURIC ACID,CHEMBL494753,Small molecule,1977.0,True,True,True
FLURPIRIDAZ,CHEMBL494622,Small molecule,2024.0,False,False,True
INDOCYANINE GREEN,CHEMBL1646,Small molecule,1959.0,False,False,True
ISRADIPINE,CHEMBL1648,Small molecule,1990.0,True,True,True
VORAPAXAR,CHEMBL493982,Small molecule,2014.0,True,True,True
CORTISONE ACETATE,CHEMBL1650,Small molecule,1950.0,True,True,True
VINBARBITAL,CHEMBL503565,Small molecule,,False,False,True
HEPTABARBITAL,CHEMBL468837,Small molecule,,False,False,True
PAZOPANIB,CHEMBL477772,Small molecule,2009.0,True,True,True
AMBENONIUM,CHEMBL1652,Small molecule,1956.0,True,True,True
VOGLIBOSE,CHEMBL476960,Small molecule,1994.0,True,False,True
VINCRISTINE SULFATE,CHEMBL501867,Small molecule,1963.0,False,True,True
PHENIRAMINE MALEATE,CHEMBL1653,Small molecule,1994.0,False,True,True
TRABECTEDIN,CHEMBL450449,Small molecule,2007.0,False,True,True
RISEDRONATE SODIUM,CHEMBL1654,Small molecule,1998.0,True,True,True
TOREMIFENE,CHEMBL1655,Small molecule,1996.0,True,True,True
TAZAROTENE,CHEMBL1657,Small molecule,1997.0,False,True,True
